Season,Half,Conference,Division,Team_ID,Team_Name,Playoffs,GP,W,L,OL,T,PTS,PTS_Pct,GF,GA,SRS,SOS,RPt_Pct,ROW,RW,RgRec,RgPt_Pct
2006,NA,Eastern,Southeast,FLA,Florida Panthers,FALSE,82,37,34,11,NA,85,0.518,240,257,-0.28,-0.07,0.457,33,NA,25-34-23,0.445
2006,NA,Eastern,Southeast,WSH,Washington Capitals,FALSE,82,29,41,12,NA,70,0.427,237,306,-0.86,-0.02,0.348,22,NA,20-41-21,0.372
2006,NA,Western,Central,DET,Detroit Red Wings,TRUE,82,58,16,8,NA,124,0.756,305,209,1.03,-0.14,0.701,54,NA,51-16-15,0.713
2006,NA,Western,Central,NSH,Nashville Predators,TRUE,82,49,25,8,NA,106,0.646,259,227,0.32,-0.07,0.579,43,NA,40-25-17,0.591
2006,NA,Western,Central,CBJ,Columbus Blue Jackets,FALSE,82,35,43,4,NA,74,0.451,223,279,-0.66,0.02,0.396,27,NA,21-43-18,0.366
2006,NA,Western,Central,CHI,Chicago Blackhawks,FALSE,82,26,43,13,NA,65,0.396,211,285,-0.86,0.04,0.341,24,NA,17-43-22,0.341
2006,NA,Western,Central,STL,St. Louis Blues,FALSE,82,21,46,15,NA,57,0.348,197,292,-1.09,0.07,0.28,17,NA,14-46-22,0.305
2006,NA,Western,Northwest,CGY,Calgary Flames,TRUE,82,46,25,11,NA,103,0.628,218,200,0.3,0.08,0.591,44,NA,42-25-15,0.604
2006,NA,Western,Northwest,COL,Colorado Avalanche,TRUE,82,43,30,9,NA,95,0.579,283,257,0.39,0.07,0.543,40,NA,37-30-15,0.543
2006,NA,Western,Northwest,EDM,Edmonton Oilers,TRUE,82,41,28,13,NA,95,0.579,256,251,0.15,0.09,0.512,34,NA,28-28-26,0.5
2006,NA,Western,Northwest,VAN,Vancouver Canucks,FALSE,82,42,32,8,NA,92,0.561,256,255,0.11,0.1,0.512,38,NA,34-32-16,0.512
2006,NA,Western,Northwest,MIN,Minnesota Wild,FALSE,82,38,36,8,NA,84,0.512,231,215,0.28,0.08,0.451,33,NA,32-36-14,0.476
2006,NA,Western,Pacific,DAL,Dallas Stars,TRUE,82,53,23,6,NA,112,0.683,265,218,0.61,0.04,0.579,41,NA,38-23-21,0.591
2006,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,44,27,11,NA,99,0.604,266,242,0.36,0.06,0.573,43,NA,34-27-21,0.543
2006,NA,Western,Pacific,MDA,Mighty Ducks of Anaheim,TRUE,82,43,27,12,NA,98,0.598,254,229,0.37,0.06,0.549,40,NA,37-27-18,0.561
2006,NA,Western,Pacific,LAK,Los Angeles Kings,FALSE,82,42,35,5,NA,89,0.543,249,270,-0.15,0.11,0.482,36,NA,32-35-15,0.482
2006,NA,Western,Pacific,PHX,Phoenix Coyotes,FALSE,82,38,39,5,NA,81,0.494,246,271,-0.19,0.12,0.457,34,NA,28-39-15,0.433
2007,NA,Eastern,Atlantic,NJD,New Jersey Devils,TRUE,82,49,24,9,NA,107,0.652,216,201,0.03,-0.15,0.585,39,NA,36-24-22,0.573
2007,NA,Eastern,Atlantic,PIT,Pittsburgh Penguins,TRUE,82,47,24,11,NA,105,0.64,277,246,0.21,-0.17,0.549,37,NA,31-24-27,0.543
2007,NA,Eastern,Atlantic,NYR,New York Rangers,TRUE,82,42,30,10,NA,94,0.573,242,216,0.16,-0.16,0.488,33,NA,30-30-22,0.5
2007,NA,Eastern,Atlantic,NYI,New York Islanders,TRUE,82,40,30,12,NA,92,0.561,248,240,-0.04,-0.14,0.47,32,NA,30-30-22,0.5
2007,NA,Eastern,Atlantic,PHI,Philadelphia Flyers,FALSE,82,22,48,12,NA,56,0.341,214,303,-1.12,-0.04,0.299,21,NA,18-48-16,0.317
2007,NA,Eastern,Northeast,BUF,Buffalo Sabres,TRUE,82,53,22,7,NA,113,0.689,308,242,0.64,-0.16,0.61,43,NA,38-22-22,0.598
2007,NA,Eastern,Northeast,OTT,Ottawa Senators,TRUE,82,48,25,9,NA,105,0.64,288,222,0.64,-0.16,0.61,46,NA,44-25-13,0.616
2007,NA,Eastern,Northeast,TOR,Toronto Maple Leafs,FALSE,82,40,31,11,NA,91,0.555,258,269,-0.21,-0.08,0.506,36,NA,32-31-19,0.506
2007,NA,Eastern,Northeast,MTL,Montreal Canadiens,FALSE,82,42,34,6,NA,90,0.549,245,256,-0.21,-0.08,0.506,36,NA,34-34-14,0.5
2007,NA,Eastern,Northeast,BOS,Boston Bruins,FALSE,82,35,41,6,NA,76,0.463,219,289,-0.87,-0.01,0.396,26,NA,22-41-19,0.384
2007,NA,Eastern,Southeast,ATL,Atlanta Thrashers,TRUE,82,43,28,11,NA,97,0.591,246,245,-0.15,-0.16,0.506,36,NA,29-28-25,0.506
2007,NA,Eastern,Southeast,TBL,Tampa Bay Lightning,TRUE,82,44,33,5,NA,93,0.567,253,261,-0.25,-0.15,0.488,34,NA,29-33-20,0.476
2007,NA,Eastern,Southeast,CAR,Carolina Hurricanes,FALSE,82,40,34,8,NA,88,0.537,241,253,-0.29,-0.15,0.518,40,NA,34-34-14,0.5
2007,NA,Eastern,Southeast,FLA,Florida Panthers,FALSE,82,35,31,16,NA,86,0.524,247,257,-0.27,-0.15,0.463,33,NA,30-31-21,0.494
2007,NA,Eastern,Southeast,WSH,Washington Capitals,FALSE,82,28,40,14,NA,70,0.427,235,286,-0.73,-0.1,0.402,27,NA,23-40-19,0.396
2007,NA,Western,Central,DET,Detroit Red Wings,TRUE,82,50,19,13,NA,113,0.689,254,199,0.72,0.05,0.646,48,NA,45-19-18,0.659
2007,NA,Western,Central,NSH,Nashville Predators,TRUE,82,51,23,8,NA,110,0.671,272,212,0.78,0.05,0.616,45,NA,42-23-17,0.616
2007,NA,Western,Central,STL,St. Louis Blues,FALSE,82,34,35,13,NA,81,0.494,214,254,-0.33,0.15,0.415,28,NA,24-35-23,0.433
2007,NA,Western,Central,CBJ,Columbus Blue Jackets,FALSE,82,33,42,7,NA,73,0.445,201,249,-0.42,0.16,0.402,28,NA,24-42-16,0.39
2007,NA,Western,Central,CHI,Chicago Blackhawks,FALSE,82,31,42,9,NA,71,0.433,201,258,-0.52,0.17,0.384,25,NA,22-42-18,0.378
2007,NA,Western,Northwest,VAN,Vancouver Canucks,TRUE,82,49,26,7,NA,105,0.64,222,201,0.39,0.13,0.591,44,NA,32-26-24,0.537
2007,NA,Western,Northwest,MIN,Minnesota Wild,TRUE,82,48,26,8,NA,104,0.634,235,191,0.65,0.11,0.567,38,NA,31-26-25,0.53
2007,NA,Western,Northwest,CGY,Calgary Flames,TRUE,82,43,29,10,NA,96,0.585,258,226,0.51,0.12,0.537,40,NA,38-29-15,0.555
2007,NA,Western,Northwest,COL,Colorado Avalanche,FALSE,82,44,31,7,NA,95,0.579,272,251,0.39,0.13,0.53,39,NA,36-31-15,0.53
2007,NA,Western,Northwest,EDM,Edmonton Oilers,FALSE,82,32,43,7,NA,71,0.433,195,248,-0.43,0.22,0.39,29,NA,28-43-11,0.409
2007,NA,Western,Pacific,ANA,Anaheim Ducks,TRUE,82,48,20,14,NA,110,0.671,258,208,0.67,0.06,0.622,44,NA,39-20-23,0.616
2007,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,51,26,5,NA,107,0.652,258,199,0.77,0.05,0.622,49,NA,48-26-8,0.634
2007,NA,Western,Pacific,DAL,Dallas Stars,TRUE,82,50,25,7,NA,107,0.652,226,197,0.44,0.08,0.579,41,NA,35-25-22,0.561
2007,NA,Western,Pacific,LAK,Los Angeles Kings,FALSE,82,27,41,14,NA,68,0.415,227,283,-0.51,0.18,0.341,23,NA,21-41-20,0.378
2007,NA,Western,Pacific,PHX,Phoenix Coyotes,FALSE,82,31,46,5,NA,67,0.409,216,284,-0.64,0.19,0.36,26,NA,24-46-12,0.366
2008,NA,Eastern,Atlantic,PIT,Pittsburgh Penguins,TRUE,82,47,27,8,NA,102,0.622,247,216,0.24,-0.14,0.555,40,NA,39-27-16,0.573
2008,NA,Eastern,Atlantic,NJD,New Jersey Devils,TRUE,82,46,29,7,NA,99,0.604,206,197,0,-0.11,0.537,38,NA,31-29-22,0.512
2008,NA,Eastern,Atlantic,NYR,New York Rangers,TRUE,82,42,27,13,NA,97,0.591,213,199,0.05,-0.12,0.518,34,NA,30-27-25,0.518
2008,NA,Eastern,Atlantic,PHI,Philadelphia Flyers,TRUE,82,42,29,11,NA,95,0.579,248,233,0.06,-0.12,0.53,39,NA,36-29-17,0.543
2008,NA,Eastern,Atlantic,NYI,New York Islanders,FALSE,82,35,38,9,NA,79,0.482,194,243,-0.65,-0.05,0.415,30,NA,25-38-19,0.421
2008,NA,Eastern,Northeast,MTL,Montreal Canadiens,TRUE,82,47,25,10,NA,104,0.634,262,222,0.35,-0.14,0.579,42,NA,37-25-20,0.573
2008,NA,Eastern,Northeast,OTT,Ottawa Senators,TRUE,82,43,31,8,NA,94,0.573,261,247,0.06,-0.11,0.537,40,NA,37-31-14,0.537
2008,NA,Eastern,Northeast,BOS,Boston Bruins,TRUE,82,41,29,12,NA,94,0.573,212,222,-0.2,-0.08,0.506,35,NA,32-29-21,0.518
2008,NA,Eastern,Northeast,BUF,Buffalo Sabres,FALSE,82,39,31,12,NA,90,0.549,255,242,0.05,-0.11,0.506,35,NA,30-31-21,0.494
2008,NA,Eastern,Northeast,TOR,Toronto Maple Leafs,FALSE,82,36,35,11,NA,83,0.506,231,260,-0.42,-0.06,0.445,33,NA,28-35-19,0.457
2008,NA,Eastern,Southeast,WSH,Washington Capitals,TRUE,82,43,31,8,NA,94,0.573,242,231,-0.06,-0.19,0.524,39,NA,32-31-19,0.506
2008,NA,Eastern,Southeast,CAR,Carolina Hurricanes,FALSE,82,43,33,6,NA,92,0.561,252,249,-0.15,-0.18,0.53,41,NA,36-33-13,0.518
2008,NA,Eastern,Southeast,FLA,Florida Panthers,FALSE,82,38,35,9,NA,85,0.518,216,226,-0.29,-0.17,0.47,33,NA,29-35-18,0.463
2008,NA,Eastern,Southeast,ATL,Atlanta Thrashers,FALSE,82,34,40,8,NA,76,0.463,216,272,-0.8,-0.12,0.396,25,NA,19-40-23,0.372
2008,NA,Eastern,Southeast,TBL,Tampa Bay Lightning,FALSE,82,31,42,9,NA,71,0.433,223,267,-0.67,-0.13,0.372,29,NA,27-42-13,0.409
2008,NA,Western,Central,DET,Detroit Red Wings,TRUE,82,54,21,7,NA,115,0.701,257,184,0.93,0.04,0.659,49,NA,47-21-14,0.659
2008,NA,Western,Central,NSH,Nashville Predators,TRUE,82,41,32,9,NA,91,0.555,230,229,0.13,0.12,0.512,38,NA,33-32-17,0.506
2008,NA,Western,Central,CHI,Chicago Blackhawks,FALSE,82,40,34,8,NA,88,0.537,239,235,0.16,0.12,0.482,35,NA,31-34-17,0.482
2008,NA,Western,Central,CBJ,Columbus Blue Jackets,FALSE,82,34,36,12,NA,80,0.488,193,218,-0.16,0.15,0.445,31,NA,29-36-17,0.457
2008,NA,Western,Central,STL,St. Louis Blues,FALSE,82,33,36,13,NA,79,0.482,205,237,-0.24,0.16,0.415,30,NA,29-36-17,0.457
2008,NA,Western,Northwest,MIN,Minnesota Wild,TRUE,82,44,28,10,NA,98,0.598,223,218,0.16,0.1,0.567,41,NA,35-28-19,0.543
2008,NA,Western,Northwest,COL,Colorado Avalanche,TRUE,82,44,31,7,NA,95,0.579,231,219,0.24,0.09,0.512,37,NA,33-31-18,0.512
2008,NA,Western,Northwest,CGY,Calgary Flames,TRUE,82,42,30,10,NA,94,0.573,229,227,0.13,0.1,0.512,39,NA,36-30-16,0.537
2008,NA,Western,Northwest,VAN,Vancouver Canucks,FALSE,82,39,33,10,NA,88,0.537,213,215,0.08,0.11,0.494,33,NA,29-33-20,0.476
2008,NA,Western,Northwest,EDM,Edmonton Oilers,FALSE,82,41,35,6,NA,88,0.537,235,251,-0.07,0.12,0.433,26,NA,22-35-25,0.421
2008,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,49,23,10,NA,108,0.659,222,193,0.47,0.12,0.598,43,NA,40-23-19,0.604
2008,NA,Western,Pacific,ANA,Anaheim Ducks,TRUE,82,47,27,8,NA,102,0.622,205,191,0.3,0.13,0.567,39,NA,35-27-20,0.549
2008,NA,Western,Pacific,DAL,Dallas Stars,TRUE,82,45,30,7,NA,97,0.591,242,207,0.54,0.11,0.537,40,NA,37-30-15,0.543
2008,NA,Western,Pacific,PHX,Phoenix Coyotes,FALSE,82,38,37,7,NA,83,0.506,214,231,-0.04,0.17,0.47,33,NA,29-37-16,0.451
2008,NA,Western,Pacific,LAK,Los Angeles Kings,FALSE,82,32,43,7,NA,71,0.433,231,266,-0.24,0.19,0.378,27,NA,25-43-14,0.39
2009,NA,Eastern,Atlantic,NJD,New Jersey Devils,TRUE,82,51,27,4,NA,106,0.646,244,209,0.38,-0.05,0.598,45,NA,36-27-19,0.555
2009,NA,Eastern,Atlantic,PHI,Philadelphia Flyers,TRUE,82,44,27,11,NA,99,0.604,264,238,0.28,-0.04,0.549,40,NA,34-27-21,0.543
2009,NA,Eastern,Atlantic,PIT,Pittsburgh Penguins,TRUE,82,45,28,9,NA,99,0.604,264,239,0.28,-0.02,0.549,39,NA,33-28-21,0.53
2009,NA,Eastern,Atlantic,NYR,New York Rangers,TRUE,82,43,30,9,NA,95,0.579,210,218,-0.1,-0.01,0.5,33,NA,30-30-22,0.5
2009,NA,Eastern,Atlantic,NYI,New York Islanders,FALSE,82,26,47,9,NA,61,0.372,201,279,-0.91,0.05,0.329,23,NA,20-47-15,0.335
2009,NA,Eastern,Northeast,BOS,Boston Bruins,TRUE,82,53,19,10,NA,116,0.707,274,196,0.89,-0.06,0.659,49,NA,46-19-17,0.665
2009,NA,Eastern,Northeast,MTL,Montreal Canadiens,TRUE,82,41,30,11,NA,93,0.567,249,247,0.02,-0.01,0.5,34,NA,30-30-22,0.5
2009,NA,Eastern,Northeast,BUF,Buffalo Sabres,FALSE,82,41,32,9,NA,91,0.555,250,234,0.18,-0.02,0.482,33,NA,31-32-19,0.494
2009,NA,Eastern,Northeast,OTT,Ottawa Senators,FALSE,82,36,35,11,NA,83,0.506,217,237,-0.23,0.01,0.451,32,NA,29-35-18,0.463
2009,NA,Eastern,Northeast,TOR,Toronto Maple Leafs,FALSE,82,34,35,13,NA,81,0.494,250,293,-0.49,0.03,0.421,28,NA,24-35-23,0.433
2009,NA,Eastern,Southeast,WSH,Washington Capitals,TRUE,82,50,24,8,NA,108,0.659,272,245,0.27,-0.06,0.616,46,NA,40-24-18,0.598
2009,NA,Eastern,Southeast,CAR,Carolina Hurricanes,TRUE,82,45,30,7,NA,97,0.591,239,226,0.11,-0.05,0.561,42,NA,35-30-17,0.53
2009,NA,Eastern,Southeast,FLA,Florida Panthers,FALSE,82,41,30,11,NA,93,0.567,234,231,0,-0.04,0.53,38,NA,34-30-18,0.524
2009,NA,Eastern,Southeast,ATL,Atlanta Thrashers,FALSE,82,35,41,6,NA,76,0.463,257,280,-0.3,-0.02,0.39,28,NA,24-41-17,0.396
2009,NA,Eastern,Southeast,TBL,Tampa Bay Lightning,FALSE,82,24,40,18,NA,66,0.402,210,279,-0.81,0.03,0.335,21,NA,19-40-23,0.372
2009,NA,Western,Central,DET,Detroit Red Wings,TRUE,82,51,21,10,NA,112,0.683,295,244,0.62,0,0.61,45,NA,42-21-19,0.628
2009,NA,Western,Central,CHI,Chicago Blackhawks,TRUE,82,46,24,12,NA,104,0.634,264,216,0.6,0.01,0.579,42,NA,36-24-22,0.573
2009,NA,Western,Central,CBJ,Columbus Blue Jackets,TRUE,82,41,31,10,NA,92,0.561,226,230,-0.01,0.04,0.506,35,NA,30-31-21,0.494
2009,NA,Western,Central,STL,St. Louis Blues,TRUE,82,41,31,10,NA,92,0.561,233,233,0.05,0.05,0.5,35,NA,31-31-20,0.5
2009,NA,Western,Central,NSH,Nashville Predators,FALSE,82,40,34,8,NA,88,0.537,213,233,-0.19,0.06,0.482,34,NA,28-34-20,0.463
2009,NA,Western,Northwest,VAN,Vancouver Canucks,TRUE,82,45,27,10,NA,100,0.61,246,220,0.3,-0.02,0.573,42,NA,37-27-18,0.561
2009,NA,Western,Northwest,CGY,Calgary Flames,TRUE,82,46,30,6,NA,98,0.598,254,248,0.07,0,0.555,43,NA,40-30-12,0.561
2009,NA,Western,Northwest,MIN,Minnesota Wild,FALSE,82,40,33,9,NA,89,0.543,219,200,0.22,-0.02,0.476,35,NA,32-33-17,0.494
2009,NA,Western,Northwest,EDM,Edmonton Oilers,FALSE,82,38,35,9,NA,85,0.518,234,248,-0.16,0.01,0.451,32,NA,31-35-16,0.476
2009,NA,Western,Northwest,COL,Colorado Avalanche,FALSE,82,32,45,5,NA,69,0.421,199,257,-0.66,0.05,0.36,23,NA,20-45-17,0.348
2009,NA,Western,Pacific,SJS,San Jose Sharks,TRUE,82,53,18,11,NA,117,0.713,257,204,0.61,-0.04,0.64,47,NA,43-18-21,0.652
2009,NA,Western,Pacific,ANA,Anaheim Ducks,TRUE,82,42,33,7,NA,91,0.555,245,238,0.09,0,0.488,35,NA,30-33-19,0.482
2009,NA,Western,Pacific,DAL,Dallas Stars,FALSE,82,36,35,11,NA,83,0.506,230,257,-0.3,0.03,0.439,30,NA,25-35-22,0.439
2009,NA,Western,Pacific,PHX,Phoenix Coyotes,FALSE,82,36,39,7,NA,79,0.482,208,252,-0.5,0.04,0.439,33,NA,32-39-11,0.457
2009,NA,Western,Pacific,LAK,Los Angeles Kings,FALSE,82,34,37,11,NA,79,0.482,207,234,-0.29,0.04,0.433,29,NA,26-37-19,0.433
2010,NA,Eastern,Atlantic,NJD,New Jersey Devils,TRUE,82,48,27,7,NA,103,0.628,222,191,0.31,-0.07,0.579,42,NA,40-27-15,0.579
2010,NA,Eastern,Atlantic,PIT,Pittsburgh Penguins,TRUE,82,47,28,7,NA,101,0.616,257,237,0.17,-0.07,0.537,39,NA,33-28-21,0.53
2010,NA,Eastern,Atlantic,PHI,Philadelphia Flyers,TRUE,82,41,35,6,NA,88,0.537,236,225,0.08,-0.06,0.494,37,NA,35-35-12,0.5
2010,NA,Eastern,Atlantic,NYR,New York Rangers,FALSE,82,38,33,11,NA,87,0.53,222,218,0,-0.05,0.47,35,NA,34-33-15,0.506
2010,NA,Eastern,Atlantic,NYI,New York Islanders,FALSE,82,34,37,11,NA,79,0.482,222,264,-0.53,-0.02,0.402,26,NA,20-37-25,0.396
2010,NA,Eastern,Northeast,BUF,Buffalo Sabres,TRUE,82,45,27,10,NA,100,0.61,235,207,0.26,-0.08,0.561,41,NA,35-27-20,0.549
